Amtgard – King’s Point,"LatLng(32.82231, -97.18646)",medieval,http://www.larping.org/larps/listing/amtgard-kings-point/,"<li><span class=""icon-direction""></span>A group for members of the Amtgard Boffer larp park King\'s Point, friends of KP, and those interested in joining. We are…</li>",pen and paper
The Fallen Empires,"LatLng(32.78026, -96.80098)",fantasy,http://www.larping.org/larps/listing/the-fallen-empires/,"<li><span class=""icon-direction""></span>Fallen Empires is a high fantasy boffer LARP based out of Dallas, Texas. We host 10-11 games each year, mostly full…</li>",boffer
The Wastelands LARP Utah,"LatLng(40.66689, -111.88799)",fantasy,http://www.larping.org/larps/listing/the-wastelands-larp-utah/,"<li><span class=""icon-direction""></span>The Wastelands is a high-combat (magic and melee), highly political boffer LARP that takes place in the remains of an empire…</li>",boffer
Rollespilsfabrikken // The Roleplaying Factory,"LatLng(55.70185, 12.49805)",organization,http://www.larping.org/larps/listing/rollespilsfabrikken-the-roleplaying-factory/,"<li><span class=""icon-direction""></span>Rollespilsfabrikken // The Roleplaying Factory The Roleplaying factory is a Danish boffer larp roleplaying association based in Copenhagen. We are the largest…</li>",boffer
Amager Fælled,"LatLng(55.65431, 12.58794)",fantasy,http://www.larping.org/larps/listing/amager-faelled/,"<li><span class=""icon-direction""></span>Boffer Larp Every second Sunday Tjeck the website for more info: http://juniorrollespil.dk/amager-faelled/</li>",pen and paper
Rude Skov,"LatLng(55.84598, 12.48199)",fantasy,http://www.larping.org/larps/listing/rude-skov/,"<li><span class=""icon-direction""></span>Danish Childrens boffer larp Every second Saturday, tjeck the websites for more info. http://juniorrollespil.dk/rude-skov/</li>",boffer
Draconis,"LatLng(42.15902, -71.95461)",fantasy,http://www.larping.org/larps/listing/draconis/,"<li><span class=""icon-direction""></span>The kingdom of Saldara is looking for hero\'s to fulfill the prophecy of the Draconis! You and your adventuring party…</li>",pen and paper
The Destroyers Den,"LatLng(39.75897, -85.96302)",fantasy,http://www.larping.org/larps/listing/the-destroyers-den/,"<li><span class=""icon-direction""></span>Welcome to Xep, an Earthlike planet in a different time and place than our own; currently in a state similar…</li>",pen and paper
LARP Bulgaria,"LatLng(42.73388, 25.48583)",fantasy,http://www.larping.org/larps/listing/larp-bulgaria-2/,"<li><span class=""icon-direction""></span>LARP Bulgaria is the nationwide Boffer LARP community in the country. With roughly 250-300 members, we do games of all kind,…</li>",pen and paper
Shards of Massagon Live Action Roleplaying Game,"LatLng(38.56421, -77.38986)",event,http://www.larping.org/larps/listing/shards-of-massagon-live-action-roleplaying-game/,"<li><span class=""icon-direction""></span>Shards of Massagon is a Virginia based boffer LARP that serves players from all over the central east coast. We operate…</li>",boffer
Return of the Ancients,"LatLng(30.44441, -84.3012)",fantasy,http://www.larping.org/larps/listing/return-of-the-ancients/,"<li><span class=""icon-direction""></span>Return of the Ancients is a salon-style L.A.R.P. Based on the New World of Darkness rules, but with all original…</li>",pen and paper
Synod of the Damned (Vampire the Masquerade Modified),"LatLng(41.41079, -82.07102)",world-of-darkness,http://www.larping.org/larps/listing/synod-of-the-damned-vampire-the-masquerade-modified/,"<li><span class=""icon-direction""></span>Synod of the Damned is a VTM Style LARP with different Clans/Families and premises. We use the Old World Of…</li>",pen and paper
Hallows & Horcruxes,"LatLng(40.73209, -73.98556)",theater,http://www.larping.org/larps/listing/hallows-horcruxes/,"<li><span class=""icon-direction""></span>Fan-run Nordic Larp inspired by the world of Harry Potter</li>",pen and paper
Triumph LARP,"LatLng(39.80327, -84.33906)",fantasy,http://www.larping.org/larps/listing/triumph-larp/,"<li><span class=""icon-direction""></span>Triumph Larp is a medival fantasy LARP based in the world of Lantai. Featuring a point-buy character system and good…</li>",pen and paper
Dystopia Rising Socal – www.dystopiarisingsocal.com/,"LatLng(33.92798, -117.60193)",post-apoc,http://www.larping.org/larps/listing/dystopia-rising-socal-www-dystopiarisingsocal-com/,"<li><span class=""icon-direction""></span>Dystopia Rising is a boffer role playing game that takes place in a post apocalyptic world, long after the fall of…</li>",boffer
The League of Extra Ordinary Gamers,"LatLng(34.82372, -92.22103)",fantasy,http://www.larping.org/larps/listing/the-league-of-extra-ordinary-gamers/,"<li><span class=""icon-direction""></span>Hey if you would like to join a fantasy Larp in the central Arkansas area contact me at ShadowKurimeki@yahoo.com</li>",pen and paper
LAIRE,"LatLng(41.09045, -74.65264)",fantasy,http://www.larping.org/larps/listing/laire/,"<li><span class=""icon-direction""></span>Boffer Larp. For one weekend a month, throw caution to the wind and blaze a heroʼs trail in the capital city of…</li>",pen and paper
Darkmor Colony of Larpcraft,"LatLng(43.37787, -85.18565)",fantasy,http://www.larping.org/larps/listing/darkmor-colony-of-larpcraft/,"<li><span class=""icon-direction""></span>The Darkmor Colony is a boffer larp group of Larpcraft in Michigan, We use Larpcraft\'s Myths & Legends Medieval Fantasy System.…</li>",boffer
Fantasy Village Poland,"LatLng(49.80787, 22.70987)",fantasy,http://www.larping.org/larps/listing/fantasy-village-poland/,"<li><span class=""icon-direction""></span>Permanent larp area.</li>",pen and paper
Thomasville “Wolves’Den” L.A.R.P,"LatLng(30.8473, -83.97338)",fantasy,http://www.larping.org/larps/listing/thomasville-wolvesden-l-a-r-p/,"<li><span class=""icon-direction""></span>Just now Starting a boffer LARP group 11/08/2014 wanting new people to join our small group so we can expand our…</li>",boffer
Dark Prospects,"LatLng(37.1657, -122.13714)",world-of-darkness,http://www.larping.org/larps/listing/dark-prospects/,"<li><span class=""icon-direction""></span>Dark Prospects is a game set in White Wolf\'s World of Darkness with a custom system designed to help maintain…</li>",pen and paper
SunFall,"LatLng(55.25963, 12.4018)",post-apoc,http://www.larping.org/larps/listing/sunfall/,"<li><span class=""icon-direction""></span>Fellow Survivors. It is with great pleasure, pride and expectation that we present to you: Sunfall 2015. Our website ise…</li>",pen and paper
The Mixed Medieval Arts,"LatLng(42.97555, -81.86774)",fantasy,http://www.larping.org/larps/listing/the-mixed-medieval-arts/,"<li><span class=""icon-direction""></span>In The Mixed Medieval Arts, armed boffer combat between heroic characters and epic villains, are our bread and butter. The adrenaline…</li>",boffer
Xadune,"LatLng(33.66321, -83.60149)",steampunk,http://www.larping.org/larps/listing/xadune/,"<li><span class=""icon-direction""></span>A city that links the world to countless locations, a nation battling between the newfound power of steam and the…</li>",pen and paper
"Sorocaba, the Abyss Within","LatLng(-23.50153, -47.45256)",world-of-darkness,http://www.larping.org/larps/listing/sorocaba-the-abyss-within/,"<li><span class=""icon-direction""></span>Sorocaba the Abyss Within is an affiliated chronicle of One World By Night. We have games on the genres: Camarilla,…</li>",pen and paper
Tucson Blood and Tears,"LatLng(32.20025, -110.90833)",other,http://www.larping.org/larps/listing/tucson-blood-and-tears/,"<li><span class=""icon-direction""></span>Using the Houses of the Blooded setting and game system as written by John Wick. We meet on the 1st…</li>",pen and paper
Dust to Dust,"LatLng(33.5661, -82.8911)",medieval,http://www.larping.org/larps/listing/dust-to-dust/,"<li><span class=""icon-direction""></span>Dust to Dust is a Fantasy Boffer Live Action Role Playing game with a late middle-ages setting. Most of our events…</li>",pen and paper
Terrier’s Run Amtgard,"LatLng(41.3126, -81.14426)",fantasy,http://www.larping.org/larps/listing/terriers-run-amtgard/,"<li><span class=""icon-direction""></span>Terrier\'s Run is a new Amtgard Boffer Larp Shire located on the Hiram College campus. We meet Fridays from 4:00 PM until…</li>",pen and paper
Nightfall Vampire Larp,"LatLng(42.57618, -87.83776)",world-of-darkness,http://www.larping.org/larps/listing/nightfall-vampire-larp/,"<li><span class=""icon-direction""></span>Nightfall is a Vampire the Masquerade LARP set in the classic World of Darkness setting. Currently it is being primarily…</li>",pen and paper
Lyngrollespil,"LatLng(55.53047, 9.72763)",fantasy,http://www.larping.org/larps/listing/larp-campain-lyngrollespil/,"<li><span class=""icon-direction""></span>A fantasy boffer larp roleplay campain in Denmark, Fredericia for kids, teenagers and adults. There is about 150-200 players every week and…</li>",boffer
DrakonHaven,"LatLng(38.9715, -89.10426)",fantasy,http://www.larping.org/larps/listing/drakonhaven/,"<li><span class=""icon-direction""></span>Boffer Larp. Hello and welcome to the little world of DH we are a small Combat orientated larp in Southern IL, We…</li>",pen and paper
